index,comments,like,dislike,predict,percent,truelike,wholelike
509,정권 바뀐 이후의 법무부 장관이 다시 예전으로 검찰 바꿔버리면 결국 아무말 하면 안되는거지 뭐 ㅋㅋㅋ 지금 정권에서 장관이 마음대로 바꿔버린거니 그 이후의 장관이 다시 마음대로 바꿀 수 있는 선례를 남긴거다 ㅋㅋㅋ. 결론은 다음 정권을 누가 잡느냐에 따라 이 더러운 정치 게임이 끝나겠네,1,0,0,54.18,1,1
331,오냐   니 ㅈ대로 함 해봐라..반드시 니놈은 쇠고랑 찰거다.,2,1,0,54.88,1,3
261,어짜피평생먹을건해놓고 이민가면 끝인데 뭘 걱정하냐아들도 군대도 빼버릴텐데 그리고 이민가면 끝,0,0,0,55.27,0,0
733,정책은 정부가하고 공무들은 자기일만. 하면된다,0,0,0,55.28,0,0
741,그쪽에 뭐가 있나보지 꿀리는거,2,0,0,55.45,2,2
10,댓글알바들 니들잠깐돈벌자고 올리는글에 대한민국이 버려졋다,0,2,0,55.48,-2,2
807,저건또 무슨기준임?? 왜 광주랑 대구??? 부산빠진건 얼척이없네 ㅋㅋ,2,0,0,55.49,2,2
655,"개나  소나  다  할수  있는것을   정와대가  조국만  할수  있다니   남은것들은  다  등이쉬인 들인가,",0,0,0,55.51,0,0
696,"모든 사람은  법앞에 평등해야 합니다. 특혜는 없어야 합니다. 나와 내 가족만 빼고, 이건가?",1,0,0,55.62,1,1
546,조국이는 필요없었네? 도장을 잘 찍나?,0,0,0,56.38,0,0
675,부라도,0,0,0,56.48,0,0
880,반부패수사부    차려지면   전정권정치인 현정권 정치인   특히 이명박  가족들  철저히 수사해주세요,0,3,0,56.62,-3,3
379,대한민국이  저 인간! 것이냐?  언제까지 이런 불의를 보고만 있을 것인가? 국민들은 ......,1,0,0,56.64,1,1
281,조국 권력 1위가 그이 확실하내 ㅋㅋ  좌파 쫄따구들 찍소리못하고  조국 구두딱고 있내 ㅋㅋ  더불어구두딱~~~으당,1,1,0,56.93,0,2
652,집회 참석합시다 19일 광화문 으로,2,0,0,57.3,2,2
93,너희는 권력있을때 근거갖고 일했냐>???? 아비한,2,0,0,57.49,2,2
814,한국은 전라도 민좆당때문에 다 망하는듯,5,2,0,57.83,3,7
344,검찰개혁 검찰개혁!!!!그리고 조국장관아님 안된다 그런데 이미 윤석렬총장이 낸 개혁안이구만 그걸 수용한거임,2,0,0,57.9,2,2
179,상위 1%만의 위한 검찰개혁... 서민들은 평생 검찰청이라는곳에 가볼일없고 경찰서나 지구대에도 들락거릴일도 없다... 누구를 위한 개혁인가~!!! 다 너희들 잘먹고 잘살고 서민들 등쳐먹는 위인들만의 개혁인가~ 만약에 너희들끼리 해쳐먹다가 누가 잘난네하면서 죽이니살리니하는게 반부페개혁안 아닌가~??? 제발 정신차리자... 겨우 한다는 검찰 개혁이 이런거라면 꼭 조국이여야했냐고~??? 오히려 윤석렬총장이 하는게 바람직했다~ 가족사기단 의혹에 이딴식의 개혁이라니...누가 납득하겠나...,16,2,0,58.03,14,18
402,대검에서 대구로 정한 걸 수용했는데 또 이상한 프레임 짜고 뭣도 모르고 일단 광광대고 보는 일베충들 ㅋㅋㅋ,0,0,0,58.38,0,0
158,조국보다 더미운분들 패널들유시민 또어텋게 변명할까??,1,0,0,58.77,1,1
289,이 무슨 의미가 있냐? 부끄러워 고개를 못들겠는데.,0,0,0,59.26,0,0
260,윤석렬 제안한거 법무부에서 받은거라잖아!!! 기사 좀 봐라!!!,1,2,0,59.38,-1,3
772,부산털면 좆국이 문가 모두 무사하지 못하니 부산 특수부 없애는거지.. 미친 ㅅㅂ 좆국 감빵 빨리보내라!!,2,0,0,59.39,2,2
84,부산을 없애야 문 조가 빨리 안 잡혀갈수 있잖아요?,1,0,0,59.45,1,1
477,사회주의자가 민주주의 국가서 뭐하는 짓,0,0,0,59.49,0,0
783,살아날려구  고생하네~ㅉㅉㅉ나같으면  야인으로돌아가  학자의길을 가겠다,0,0,0,59.61,0,0
85,급하게 한개혁 무효다.,5,0,0,59.76,5,5
524,당연하지. 죄인이랑 젖국이 주소지 퇴임후 고발장 넘치니까,1,0,0,60.2,1,1
176,"기사 좀 읽자. 윤석열이 제안하고, 조국이 수락했다고 한다.",2,0,0,60.27,2,2
948,이#새#끼#들 *  지들  안잡혀갈려고  말도 안되는짓걸  하고있네,3,0,0,60.3,3,3
69,사시노패스의 사법개혁인가? 든든합니다^0^,0,0,0,60.41,0,0
811,부산은 반반이니. 대구를 집중한다는거네.,1,0,0,60.46,1,1
555,뭘하던 젓국이 넌 구속~,1,0,0,60.55,1,1
832,기사 제목 조ㅅ 같구만.  참 기러기 다운 제목이다.,0,0,0,60.6,0,0
274,식구들이 부산에 살고 있으니 부산빼고 싶었겠지 호로 좃국,0,0,0,60.81,0,0
320,그냥 봐도 특수수사 수요가 부산이 많을거 같은데 수상하다.. 다분히 정치적이고 졸속이다.,1,0,0,61.0,1,1
629,"이  00같은 나라다.대통령은 머하는 사람인가? 범죄자가 국정을 좌지 우지 다하네,  속되게 말하면 문통은 0도 아니네.조또가 대통령 인가? 민주당 국회 의원들 조또 따라 대로 몰려 움직이는 사진 모습,  민주당 한심 하기 짝이 없다,",3,1,0,61.01,2,4
740,누구를 위한 무엇을 위한 검찰개혁인가?국민들은 검찰개혁 필요없다.보수정권으로 바뀌면 현정권이 해놓은 것들을 모두 원상복귀시켜야 한다.,1,0,0,61.14,1,1
422,이노무 자슥아 니가 인간이가,0,0,0,61.47,0,0
941,미친,1,0,0,61.66,1,1
326,제목뽑는 꼬라지 봐,0,1,0,61.78,-1,1
474,김오수랑 이성윤은 직무유기로 검찰조사 받아야 할 대상 아닌가? 검찰에 전화로 압력행사 했잖아,1,0,0,61.99,1,1
765,서울대전 부산해라,0,0,0,62.12,0,0
382,고향이 왜 나와? 중앙기레기야!!!,0,0,0,62.15,0,0
812,과거 고등법원 있던 3도시에만 남겼네,1,0,0,62.41,1,1
215,부산이 핵심이던데 빠졌네,3,0,0,62.89,3,3
245,"작성은 조국 사무실, 기획은 조국, 결재는 문! 안봐도 뻔하다",2,0,0,63.01,2,2
70,나중에라도 조국 범죄가 입증되면 이안은 무효화시켜야지. 범죄자의 검찰개혁이 말이 되나?,2,1,0,63.15,1,3
118,긴 싸움이엿다. 잘 가라 조국아. 니덕에 문정권 끝낼날이 얼마남지 않았다.,15,3,0,63.22,12,18
640,이시키 부산출마 의식하는거겠지 어림반푼어치도 없다  부산특수부검찰 있으면  또 사기치는데 걸림돌되니 어쩔수가없지,0,0,0,63.31,0,0
952,졸속 개혁  반대.  검찰 개혁 반댜. 사법부 부터..조국부터~,1,0,0,63.46,1,1
79,고향이라고 남기냐 ㅋㅋ,0,0,0,63.49,0,0
903,정신질환자  새끼 ..병원입원  준비다됐다는데  들어오기만  하면 된다..,0,0,0,63.84,0,0
210,ㅋㅋㅋ안녕빠이 ㅋㅋ,0,0,0,64.42,0,0
163,뮈카 졸속인데 ?  그동안 니들은 아것도 안하고 기득권을 누리고 니들끼리 상부상조 하여 살앗지,3,1,0,64.56,2,4
531,공산주의로 가는길을 가고있네,1,0,0,64.7,1,1
727,나부산 사람인데오해받기싫다부산도 빼라,0,0,0,64.87,0,0
294,부산은 왜빼지?,1,0,0,65.42,1,1
185,사람 얼굴이 순식간에 저렇게 안좋아 질 수 있구나 여기가 끝은 아닐거다,0,0,0,65.96,0,0
660,상식이 안통하는 청와대..  일반 서민은 이해 안됨...,0,0,0,65.98,0,0
299,사퇴를 염두해놓고  한건 하고 가려는군아.,2,0,0,66.87,2,2
423,부산은 또 왜뺐니? 의심스러워,0,0,0,67.06,0,0
457,기사 보니까 조국이 제안한게 아니고 윤석열이 제안했고 그걸 수렴한 것 뿐인데?? 근데 왜 댓글들 고향이니까 뺐다고 하냐 윤석열 고향 부산임?,0,1,0,67.12,-1,1
308,기레기 생퀴들. 니들 기자 정신은 있긴 하냐?,1,1,0,67.25,0,2
789,조국이 파면 및 구속 안시키면 이나라는 더이상 민주국가도 나라도 아니다.,6,1,0,67.29,5,7
793,부산을 쏙 뺀것만 봐도 지들 유리한대로 제멋대로 정한것이네. 직무정지 속히 하라.,2,0,0,67.34,2,2
7,졸속처리! 딱입니다요!,1,0,0,67.4,1,1
24,이니 여니 차니 구기 싹다잡아처넣어주세요,0,1,0,67.4,-1,1
886,대구오기만해라 죽여버린다,1,1,0,68.01,0,2
714,...,0,0,0,68.13,0,0
851,악귀를 보는것 같다,3,0,0,68.25,3,3
804,옷벗고 수사 제대로 받으시길,4,0,0,68.37,4,4
361,정권입맛에 맞는 검찰개혁이 니들이 주장하는 개혁이냐,2,0,0,68.47,2,2
972,비리혐의자가 하는건 다 무효,4,2,0,68.58,2,6
502,인구로보면 부산에는 있어야하지않나,0,0,0,69.32,0,0
407,당정청 모두 같은 이해관계에 있는 사람들만 모여 논의를 하니 객관적이고 형있는 결과가 나올리 없겠네요......,0,0,0,69.35,0,0
374,"맨밑에 조국이 저 사진 봐라! 저게 미~~~~친넘이지, 사람이냐?",0,0,0,69.61,0,0
106,부산 제주 포함시켜야지.,1,0,0,69.72,1,1
704,살인  혐의를 받는  조폭  두목이  자수하겠다면서  내건 조건이 광주에서  조사받도록 해달라는  것이었단다 ㅎㅎ,0,0,0,70.42,0,0
323,ㅋㅋㅋㅋㅋㅋ중앙일보 수준이 이렇습니다,2,2,0,70.44,0,4
693,조국이 뭐라고?님집안이나  개혁하세요,2,0,0,70.71,2,2
671,조국 >>  우병우,1,0,0,70.71,1,1
453,조국 견자놈아 꼴값 떨지 말고 처맞기전에 꺼져라,1,0,0,70.75,1,1
465,솔직히 이번 졸속처리는 진짜 ㅋㅋㅋㅋ 그냥 반박불가다. 그만큼 자기네들 입장에서 급하니까 이렇게 빨리 처리하는거지 ㅋㅋㅋ 뒤가 켕기는게 있다는 걸 은연중에 드러내고 있는 모습 아니겠냐.,1,0,0,70.86,1,1
387,윤짜장이가 말한거 수용한거야 알바뜰탁아~,1,1,0,70.98,0,2
99,중앙 기레기님 아니신가,6,1,0,71.18,5,7
119,부산은 5억원이 있어서 일부러 뺐습니다...,0,0,0,71.46,0,0
522,부산  빨갱이 세.기들...그렇게  쪽발이가 좋나...ㅋㅋ,0,1,0,71.52,-1,1
218,사퇴 전 딜한거네.,0,0,0,71.53,0,0
263,범죄자가  법무부 장관 자리에  않히는   문재인이야말   얼마나  숨길게  많아서  저쓰레기를   감싸고  옹호 할지... !!!!!!!!!!,2,1,0,71.54,1,3
441,완전 조국이 댜통령이고 하느님이네이게 나라냐 욕나온다 내가 문재인찍은게 한이다,4,0,0,71.54,4,4
167,기레기야 방사능  처먹어볼래?,1,0,0,71.79,1,1
650,전라도  지들이  나라 망치고 다 해쳐먹고 있음  보고도 모르냐 ?  그러고도  왜 지역감정 부추끼냐고 ?  95 % 민주당 몰표가 전라임   그런말 나오냐,0,0,0,71.83,0,0
466,검찰개혁 지지합니다,1,0,0,72.17,1,1
29,ㅋㅋ 사건 이첩해. 그럼 되거든,0,0,0,72.2,0,0
751,부산 넣으면 그대들이 조용히 있지않지. 안넣어도 난리냐?트집잡으려 별거 다 시비건다,0,0,0,72.25,0,0
455,어? 그러게ㅋㅋㅋㅋㅋㅋㅋ 부산이 왜 빠졌지ㅋㅋㅋㅋㅋㅋㅋ 이러니까 pk도 민주당 부산출신 대선후보 뽑아주는구나......,1,0,0,72.32,1,1
225,오늘  알았네요중앙일보 사장이 홍석현 아들 이라고..홍석현은 손석희랑 음모 꾸며 박근혜 대통령 탄핵시키고 빨ㄱㅐㅇ이 뽑아 나라 어지럽게 한자들이라 하더군요이젠 중앙일보 구독!!안합니다.!,1,1,0,72.67,0,2
283,제발 조국이좀 구속해라 이게 나라냐?,1,1,0,72.78,0,2
859,이걸 조국 욕하는건 좀 아니지.. 대검이 대구남기자고 했다잖아. 대검이 뭔 자신감이 있어서 그런건지는 모르겠지만.,0,0,0,72.93,0,0
835,특수부 있으나없으나 내같은 서민들은 아무상관없고 폐지한다해서 나아질것도 없고 평생살면서 검사만날일도없고 검찰에 갈있도 없더라~상류고위층권력층에나 해당되지싶고 서민입장에서는 오히려 권력형비리나 거대집단들 부폐수사를 더강화 하는게  맞지싶다,0,0,0,72.99,0,0
60,"광주 대구, 좌우파의 성지를 남겨뒀네.",0,1,0,73.11,-1,1
449,왜 이런자 범죄자 아래서 살아야하지?,2,0,0,73.31,2,2
786,문제.수사못하게.덮어버리는게.개혁??,3,0,0,73.4,3,3
267,역시 범죄자 고향은 부패해야 제맛이지ㅋㅋ,0,0,0,73.51,0,0
322,조국보기 싫어 이민가고싶다,1,2,0,73.8,-1,3
200,부산이 왜 빠져는지 명확하게 이유를 밝혀라.이해 안간다.,0,0,0,74.22,0,0
2,부산과 인천을 통해서 들어오는 무엇을 가릴려고? 대체 광주와 대구에 뭐하러 남기는데? 제2의 수도인 부산을 없애는건 너무 속보인다.,0,0,0,74.27,0,0
566,기사 제목하고는 ㅋㅋㅋ 중앙일보 수준이 보입니다.,835,135,0,74.31,700,970
550,ㅋㅋㅋㅋㅋ 검찰 개혁은 무슨 ㅋㅋㅋ 결국 검찰도 친문이랑 자기 세력으로 채우기 ㅋㅋㅋㅋㅋ 인맥 정치의 끝 ㅋㅋㅋㅋㅋ,3,0,0,74.34,3,3
634,법조부는 뭘해도 자기들 특권과 관련있으니 반발하겠지,0,0,0,74.92,0,0
435,검찰의 나팔수  쭝앙이구나 ㅡ,0,0,0,75.29,0,0
806,부산 고위직과 유지들은 수사 봐주겠다.....,2,0,0,75.55,2,2
201,부산에 뭐가 있거덩~,1,0,0,75.62,1,1
969,왜 아직도 젓국이 발표하지 !,3,1,0,76.16,2,4
688,뭔가 서둘러 대충대충하는 느낌 나중에 개피보게생겼다,2,0,0,76.24,2,2
392,뭐 저따위인간이 나라를 좌지우지하냐?,1,0,0,76.31,1,1
864,법무부부터 개혁해라  권력이 너무   거악스럽다,1,0,0,76.31,1,1
539,그러게 왜 광주는 놔두고 부산은 없앴냐? 서울 대전 부산 이렇게 하자,0,0,0,76.34,0,0
551,부산이 비리의 온상지 인데 왜 특수부를 폐지~~  ??   ㅋㅋㅋㅋㅋㅋㅋㅋ      부산에  암안리에 벌려놓은 비밀사업이  많이 있나보네~~~  ㅋㅋㅋㅋㅋㅋㅋㅋ,3,0,0,76.34,3,3
5,미친 기레기기사,1,0,0,76.36,1,1
611,납득이 안되는 부산 특수부폐지.누구를 위한 폐지인가?조국가족?아님 여당인사? 또 아니면 양산이 집인 문재인?정권후를 대비한 포석인가?이게 검찰개혁이라고?정말 웃기는 정부에 조국이다.,3,1,0,76.59,2,4
817,조국새기 지 꼴리는대로 만드는군. 이새기들 빨리 끌어내야 하는데.,4,0,0,76.65,4,4
589,미칀 부산을 왜 뺴?,1,0,0,76.68,1,1
463,윤석열이 제안할 땐 좋다고 킬킬대던 똥개들이 ㅉㅉ,0,0,0,76.76,0,0
38,부산 왜 빼?  왜?  뭐가 있지? 부산  짱깨도 많고 밀수도 많은데 왜? ㅋㅋ,2,0,0,76.98,2,2
350,조국이는 그냥 개잡범으로 처리하자는 거지,0,0,0,77.18,0,0
429,니들이ㅜ좋아하는 석렬이가 제안한거라는데?? 진짜 언론개혁이 시급하다 ㅡㅡ,0,0,0,77.35,0,0
716,이넘  한개그 하네,0,0,0,77.35,0,0
846,이런식으로 거래하는거면..윤이고 조고 진짜...,0,0,0,77.4,0,0
365,악마의 개혁이 시작된건가요 ? 개혁은 국민과 국가를 위해서 해야되는데 정권을 위해서 하는것이라면 반대한다.,5,0,0,77.61,5,5
395,중앙아 빨리 투자이민이나 가버려 왜케 질척대 빨리 이민가라거,0,0,0,77.62,0,0
963,이양반들.아직 죄가 있는지 없는지도 모르는데 너무 앞서가시네.,0,2,0,77.69,-2,2
545,진짜 나라가 거꾸로 돌아가는 어메이징 헬조선,1,0,0,77.77,1,1
246,특수부가 없어야 문제인 정권 끝나면 조사가 안들어오거든....,3,0,0,77.84,3,3
454,너 떄문이지...ㅋ,0,0,0,77.87,0,0
45,니들... 참 안변한다...좀 바꿔보자. 변화를 위한 변화라도 해야 할 만큼 마이 뭇다 아이가,1,0,0,78.26,1,1
123,죄지은넘보다숨겨주고덮어주는넘들이 더나쁘다,2,0,0,78.53,2,2
241,범죄자가 검찰개혁하고 해외 토픽감,7,1,0,78.74,6,8
57,부산에 두면 504조사하기 편하니깐 멀리 둔것이지.아니면 504가 밤잠이나 제대로 자겠나,0,0,0,78.97,0,0
285,별ㅋㅋㅋㅋㅋ 개소리 오진다 했더니 역시 종양ㅋㅋㅋㅋㅋ,0,1,0,78.97,-1,1
414,윤석열 안을 수용한건데 제목 꼬라지ㅉㅉ,1,0,0,78.98,1,1
643,진짜 이게 누구를 위한 개혁인가?조국자신을 위한 개혁이라면 당장 구속시켜서 이번 법무부장관 인사 논란을 끝장내라.,2,0,0,79.0,2,2
836,"앞으로 정치범죄가  무지무지  많이 많이  늘어날   것으로  예측  빨리 축소 시켜  떵오줌 못가리도록 바빠서  정치관련  부페는  대충해야 합니다  그래야  너희들도 살고  나도살고  검찰도 살고  법원두  삽니다  우리 모두 빨빨리 검찰,법원 개혁 하여 이고비  를 돌파 합시다.......  ㅉㅉㅈㅈㅈㅈㅈㅈㅉ",2,0,0,79.18,2,2
654,역사희대사기꾼조국홧팅  ㅎㅎ사기꾼덕에  문재앙탄핵 고지가 바로눈앞에보이네  ㅎ더럽게계속버텨다오  ㅎㅎ,0,0,0,79.26,0,0
512,야 역사에 남을 뻔뻔한 놈일세...,1,0,0,79.39,1,1
37,대구를빼고 부산을 넣어야지....,1,4,0,79.43,-3,5
873,범법자가   장관이라니,1,1,0,79.48,0,2
874,웃기고 있네요 누가 뵈도 어이없는 상황이네요,0,0,0,79.56,0,0
421,문조적폐 뿌리뽑자.,0,0,0,79.78,0,0
695,부정부패 수사를 막기 위한 발악으로 보인다는~~ 그니까 차카게 살았어야지.... 부정부패 + 법치파괴 = 사형임,1,0,0,80.1,1,1
507,이런건 일본 잘 따라하네. 죽창으로 찔렀다 뺏다 자유자재네. 역시 조구기.,1,0,0,80.29,1,1
480,쓰레기들이 무슨 개혁한다고..,0,0,0,80.49,0,0
74,제목 수준ㅜ,0,0,0,80.53,0,0
343,ㅋㅋㅋ 사기꾼 범죄자가 법무부장관에 검찰개혁까지 하는ㅁㅊㅂㅅ 나라 그 이름 헬조선 여러분 요즘 헬조선은 전과기록 많으면 법무부장관 할수잇는 나라에요~~,4,0,0,80.68,4,4
120,이건 뭐 맨날  만들고 없애고 하면 개혁인가?,3,0,0,80.7,3,3
88,정치 검찰 개혁은  수사권재조정  공수처 도입으로 방점을 찍을 것이다  자한당 무엇이 두려운가?,0,1,0,80.72,-1,1
182,이인영 저새키도 똑같은 적폐다,0,0,0,80.88,0,0
619,그 옛날 민주화 운동할때 학생놈들이 공부는 안하고 데모만한다고 욕하던 인간들! 지금은 누구보다 민주화된 세상의 혜택을 누리며 살고있단다! 부화뇌동 말고 더 나은 세상 위해 기도나 하소!,0,2,0,80.88,-2,2
824,검찰개혁 민주당과 조국밀담으로..이것이개혁이냐.욕나온다..,1,0,0,80.89,1,1
275,조국이 그러라고 한 거 아닌디~~~? 먼저 제안 올린 사람 찾아서 패~~~,0,0,0,81.63,0,0
152,자기 고향 부산이랑 광주만 쏙 뺐네.,2,1,0,81.73,1,3
334,윤석렬이가 부산빼고 대구 하자고 했네,1,0,0,81.77,1,1
162,충청도를 대표하는 대전은 있어야하는거 아닌가요?,0,0,0,81.78,0,0
845,검찰 개혁을  공개적  여론도  듣지않고 그렇게   짧게  지들  멋대로  하면서    뭔개혁이냐      대단한   개혁하는줄 알았네 .             대한민국이  말아 먹어라,2,0,0,81.95,2,2
609,남조선인민민주주의 대한미국 더블사기당 척결,1,0,0,81.99,1,1
924,범죄자가 법을주무르는데 나라가 똑바로 버티겠냐? 두목재이니부터 내려오게 해야한다,0,0,0,82.03,0,0
144,신라젠ㅋㅋㅋ,0,0,0,82.11,0,0
146,끝을본다고  하더만~~ ㅋㅋ파국이  문죄인  뭔가 냄새나네~~,3,1,0,82.26,2,4
737,조국 고향과 특수부와 무슨관계.  참. 찌라시 같으니라구.,0,0,0,82.43,0,0
266,자유한국당도 특수부 사라지면 좋아하겠죠ㅎㅎ어차피 높은 분들끼리의 윈윈게임,0,1,0,82.45,-1,1
240,기사좀 읽고 댓글 알바합시다 어르신들,1,0,0,82.52,1,1
787,범죄는 부산에 가서 저질러랏,1,0,0,82.55,1,1
919,국민도 납득하기 힘듦!!!!!,0,0,0,82.63,0,0
426,"부산 무조건 넣어라.광주 ,졸라도 사람들 정권 바뀌면 다 죽여 버릭고 부산만 산다!!",0,1,0,82.67,-1,1
315,하는짓이 딱 중앙 ㅉㅉㅉ,0,0,0,82.69,0,0
690,결국 검찰개혁이라는게 힘있는 놈들을 건드리지 못하게 하는거네.. 공수처도 대통령이 검찰을 꼭두각시만들기위한거고.. 검찰개혁 외치며 촛불 든 자들은 내용은 알고 그러는거냐???,3,0,0,82.73,3,3
822,부산에서 니 가족이 저지른 사기질 행위들이 들어날까봐 부산만 빼냐?  에라이 개 좌쒹아,5,0,0,83.13,5,5
489,뭔제목꼬라지하고는..ㅋ,0,0,0,83.28,0,0
576,존재 자체가 싫다 기생충,0,1,0,83.44,-1,1
699,좃국 얼궄 보기 싫어 제발 구속,0,0,0,83.52,0,0
517,"조중동은 민주당 정부가 무슨 일을 해도 반대,따라서 무시해도 상관 없는 언론",1,3,0,83.55,-2,4
164,빠져나갈 구멍은 다 만들어놓고 튀는구나 ㅋㅋㅋ,2,0,0,83.62,2,2
434,"적폐 쓰,레,기 빨,갱,이 색,기 조국",0,0,0,83.75,0,0
694,수사 안받으려고 하는거지 뭐,0,0,0,83.75,0,0
959,"맘대로 하게 봐두고, 나중에 제대로 된 정권이 들어서면 그 때 바로잡으면 됨. 잘못된 결정이나 제도에서 배울기회가 생기는 것!",5,2,0,83.76,3,7
89,TV에 그얼굴 안 나왔으면 좋겠다.  소화가 안된다.,1,0,0,84.31,1,1
412,검찰개혁->언론개혁,0,1,0,84.4,-1,1
931,부산 뻔하다,1,0,0,84.6,1,1
418,"대한민국 제2의 도시이고 인구도 대구,광주 보다 많은데 특수부를 안둔다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ야인마 조국 너 가만 안나둘걸 비리 덩어리야...빨갱이는 죽여도 된다고 누가 말하던데",1,0,0,84.69,1,1
594,이야 제목뽑은거보소,2,0,0,84.79,2,2
26,부산이 개호구로 보이나?죄국아,0,0,0,84.88,0,0
891,배가 산으로 가고 있구나,0,0,0,84.91,0,0
780,대구가 더럽나보군,1,0,0,85.24,1,1
883,조국 다리 좀 쩍 벌리지 마라! 좃대가 얼마나 크면 다리를 벌리냐!,0,0,0,85.26,0,0
391,지입맛에 맞게 검찰개혁하네,0,0,0,85.4,0,0
138,좌파는 뻔뻔하고 우파는 비겁하다,0,1,0,85.74,-1,1
876,특수부의 특징이 인지수사인데 부산경남은 검찰이 부패를 알고도 수사할 수 없고 대구는 개잡듯이  잡으라는 소리네.결국은 자기네 식구는 건드리지 말라는게 개혁이란 이름를 달고 나타난거네. 국민들이 지켜내야한다. 지금 경찰이  수사주체가 될 수준이라고 누가 인정하는가? 안기부 용공수사기능도 없애버리더니 조금 있으면 공안부도 없애겠구나,3,0,0,85.77,3,3
638,"조금씩 개선할려도 지랄. 안해도 지랄. 아이고 중앙아,...",0,2,0,85.77,-2,2
570,말떨어지자 바로시행... 절대 민주주의가아니다,0,0,0,85.83,0,0
710,조국보호 = 검찰개혁 이라는 해괴한 논리를 세우는 거짓정권에 저항한다,3,0,0,85.85,3,3
98,가정도 인생도 국정도 자기 맘대로 하고 빠지는구나.,5,0,0,85.89,5,5
424,수사방해,0,0,0,85.97,0,0
775,"그래 특수부는 서울,대구,광주만 남기고 조국 니네 집안도 싹다 구속시키고 너만 남쟈~~~~",0,0,0,86.21,0,0
193,기사 좀 읽고 댓글 다세요~ 댓글 알바분들^^ 검찰개혁안을 조장관이 수용했다고 되있자나여 덜떨어진인간들아,2,1,0,86.25,1,3
43,뭔가 합의가있었나?,0,0,0,86.27,0,0
151,"공수처와 수사권 기소권의 구체적 내용안도 국민들이 알아야 한다.  지금까지 그냥 공수처 설치 검경 수사권 기소권 분리라는 구호만 가지고 싸워왔다.  정작 그 내용이 국가 고위공직자 부패와 비리수사, 일반국민들 사건수사에서 어떤 제약을 가져오는 건지 아는 게 없잖아,",4,0,0,86.34,4,4
488,서울은 당연히 야당탄압해야하니깐 있고 대구는 당연히 탄압의 성지가 될거고 광주는 그냥 밸런스 유지겸 형식상이지,0,0,0,86.42,0,0
113,쩔라도 역시 ㆍㆍ현 정부가  잘해준다 문통 팍팍 밀어라  부산에 없는것 이상하네,0,0,0,86.56,0,0
646,거같은  자가 지랄하고 자빠전데. 너나 개혁해라. 이 xxx야.,1,0,0,86.59,1,1
21,왜냐고? 안잡힐라고,0,0,0,86.59,0,0
115,1달새 얼굴이 쪽 빠졌네. 그려~,0,0,0,86.71,0,0
658,공산주의자들을 이 땅에서 몰아내자탄핵이 답이다 구속이 답이다,1,0,0,86.76,1,1
447,다리 오무리라 씹땡아,1,0,0,87.05,1,1
895,전세계 문맹율 1위 국가이고 아이큐 1위  국가 국민들의 머리를 마비시키는 이런 개의 자식들은 누구인가!  자업자득이 반드시 있을 것이다! 천벌!,0,0,0,87.14,0,0
503,조국 정신 나간놈아니냐니 가족과 네놈부터 개혁해라,4,0,0,87.16,4,4
251,조두순이 아동청소년법 개정하는꼴 ㅋㅋ,2,0,0,87.27,2,2
472,언론개혁도 시급하네요. ㅈㅔ목 뽑는 꼴을 보니,0,0,0,87.33,0,0
56,전라도?,0,1,0,87.34,-1,1
951,그냥 죽창들고 허구언날 SNS로 국민선동만 해대는 역대급 좌빨 범죄패밀리 수괴 조국일가 구속만이 진정한 사법개혁 첫 신호탄이다. 공산 사회주의 사노맹 활동으로 국가보안법 위반하고 구속까지 된사람이 대한민국 법무수장?ㅋㅋㅋㅋㅋㅋ 진짜 뻔뻔하고 어이없는 인간이다. 문재앙은 총선까지 제발 조국을 붙들고 있길바란다.,2,0,0,87.46,2,2
352,대검이 제안했다잖냐;한글 좀 읽어라,0,2,0,87.5,-2,2
616,"조국만 해임하고 법적처분 받게 하면 되는걸 ..,.  문재인은 이렇게 나라를 두쪽으로 만들어 어쩌겠다는건가? 북한과 통일통일 외치지 말고.... 잘 살고 있는 대한민국이나 국론 분열시키지 마라.지금이 6.25때 남한 북한 나뉘어서 싸우던것과 무엇이 다른가?",3,1,0,87.5,2,4
936,"정말 더럽게 게임한다, 조국과 문가야",6,0,0,87.55,6,6
709,이게 나라냐.법을어긴놈이.법을집행하는 찌질한나라.구역질나는놈들.,1,0,0,87.59,1,1
840,우리나라 인재가 그리없나? 사시낙방한 사람이 법무부장관 되고...문재인은 사람 뽑는 기준이 뭐냐? 니 말 잘듣는 순이냐? 아님 돈 많이 주는 순이냐? 그것도 저것도 아니면 니 꼴리는데로냐? 아무리 그래도 전두환 옆에 장세동같은 사람은 니 옆에 없다.,4,0,0,87.59,4,4
708,동생이 칠성파와 연관돼 있다더니 특수수사가 무서운 모양.,1,0,0,87.68,1,1
